species,accession,sequence_length,sequence_sha256
P. palmivora,KY475618.1,875,c18f4d52d5263b05039702ea2a36569600a315baf974130c872e0fb32a4a67c8
P. palmivora,KY475619.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475620.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475621.1,875,096ac43a15765f1d0d76934b0a5efb020b505c099bc95f85455a1920d64f087f
P. palmivora,KY475622.1,875,9113086ecca8adda129e56c4de786f86941b5eac5a5df84d0becd2106005a8a5
P. palmivora,KY475623.1,853,3f4d3647183515d910b7557d92efe3dd97c31cb9f6c189096c941bd1735eb6d7
P. palmivora,KY475624.1,875,150af010932fb6fcbbce502851c5747efa2979d30d9b95a0795a424b4e591306
P. palmivora,KY475625.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475626.1,876,7effb8636e753fdce1e154f32fbae57a24754751500cdd91ddd950f7cb60d06b
P. palmivora,KY475627.1,876,f8f272662c6584ed8bb19fa23e7133682278434b93ee23927744cb6517a7cc23
P. palmivora,KY475628.1,876,c4b3460cd796a0ed9472c71e4b216d39ec9e3fe1116e85d1b59c922e57ce0fa1
P. palmivora,KY475629.1,875,cfa23718133ffa68e12439ca994dc2d3c98f8ff3c61f178137de84c6309c5a4e
P. palmivora,KY475630.1,876,7c3125adae1ca0c5a7fe8c3b59531437f51449aa31e7529539b53a6b78db6521
P. palmivora,KY475631.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475632.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475633.1,875,f7e0541eb1ff693b753cf7dcf2e4dfad41ace8e9b4aa338a00c3ecb44eac1f00
P. palmivora,KY475634.1,876,02a60900891fda20cf238c111b35b1427af8d76e5e6492a613a6738b2563ce8d
P. palmivora,KY938844.1,691,65d79f4f8d3fbf624ce4dac355d33b9123f9473fff3a2339e5b5e3179e9eae8f
P. palmivora,KY938846.1,691,d509759e93b8a0ea6a84d64949944534a4868348d6a6e0bdc1680c0cf73fb4ed
P. palmivora,KY938847.1,691,49c6c4f88e7165b3c63df98a9209895d337b5e198849751cb7069f526b46c382
P. palmivora,KY938858.1,692,7d4a478d400889c6eecdb60e3cbfef1276b779f88b41adaaa1c5fa63b5161714
P. palmivora,KY938859.1,692,e6bf79aa03509b83992db47ffdfdad15477c363925602c7d736693f1c549dc12
P. palmivora,L41384.1,827,6747684f16aa19502f882ed59bba72be5457c3e0d790a86a199a93e7ab324c5f
P. palmivora,LC510501.1,831,a9cc420b87ffa668bf4ac465550f7aa9b91aef41bf71a0765e9f0a8e48b36ec9
P. palmivora,LC510502.1,825,bc4e7bed6cfd874c982da24fd69410e50575c0ac2e7b64ba6a8c144d9594507c
P. palmivora,LC510503.1,804,9435e10465e13210198e274ded61c0245fa9d7ae7103c8a8280d13a4671ec4ea
P. palmivora,LC510504.1,820,61e60156c10620df3973fec0c766cc5029a87ad6880db5fc95c92895b3310927
P. palmivora,LC510505.1,819,136fe897c3dea1e6548e2aa13cc5ddc8d789a9e8bc2a3d5e305b366637619991
P. palmivora,LC510506.1,820,5118c959d8d36afbd758593076c2b9d4dcf5370998a66cf5c0885673fdcf9b44
P. palmivora,LC510507.1,828,366b599ee5c7c02c50dbab1e186a284766b17a0aab2bb0b9eb8a2c6764b9f256
P. palmivora,LC510508.1,821,5e8bce9564134f963bf5fba95b789abdba415820a7305f564a459d62957ff411
P. palmivora,LC510509.1,820,213d25d2ec0334ec17ed61b51956a5a3ed0faa26a2baaca04b42a4da375f2679
P. palmivora,LC510510.1,822,c2baf2f9260942937c5074734bf9f7e2a19101bab352ac55f053c377a3ffbd41
P. palmivora,LC510511.1,822,1325afb38ae88b76b4c18bb4b30c6c380bae9e1301302bae495a60696adf507d
P. palmivora,LC510512.1,813,cbe98c27adb9ee8c6cf785111ae8b316eedfab37b6b525a3cf46bf726645bddd
P. palmivora,LC510513.1,824,2293f6367341e0b23ddb909140e73ea22692f1b2fac9833216b2180fbe4cd1d8
P. palmivora,LC510514.1,818,6371fac18c3b22ffcaab0fe15328b35e057d089ad04bec04ad2fd05ec0af8bf2
P. palmivora,LC510515.1,820,94314a3606465b6730461c98b0b3274e3788d4ae37a0224c79a3d5132ccb4b4b
P. palmivora,LC684540.1,867,11d0ae86a390f851a810ca8836c6a2242daf77e0aeb27be976e6ebcb4d06e136
P. palmivora,LC684557.1,867,11d0ae86a390f851a810ca8836c6a2242daf77e0aeb27be976e6ebcb4d06e136
P. palmivora,LC684558.1,867,11d0ae86a390f851a810ca8836c6a2242daf77e0aeb27be976e6ebcb4d06e136
P. palmivora,MF001288.1,748,7ebe417dbe34c7d2f1caf07c29eb223eaa3cf4d323528ac517e27393647d19ca
P. palmivora,MF326895.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MF370562.1,790,97e1971e83cfc08a3325581f72ff51f9de182921e3f415b4f8b8b9c0375edf3d
P. palmivora,MF370563.1,723,f550b856d84bd1021ddbb5b89ab91d3b1491c1faa289228fd0ef0c90db90b366
P. palmivora,MF370564.1,644,ec818f1ab7311b17de2bc17be5e648ae0744b3dcc1eea9444268d01bb44c1993
P. palmivora,MF370565.1,788,f28e8d8126fa93cdbf36a0885e73c4f0fc2b9474db4f06a3d2d389bb8d8878ae
P. palmivora,MF370566.1,825,dc6cbf73d93785e800b2df93d3a299a4b45faab1dd9343a718f638c2552aa17a
P. palmivora,MF370567.1,780,c4e6aac25c23742b529a831322530c3d61681b27f177282470546dd86673fb1b
P. palmivora,MF370568.1,810,59b98cb48a67db9e3a2649d688745b160978c62cea385ac7d5ff85ad2083efe1
P. palmivora,MF370569.1,810,b949a782703864d9b8f4128b3f978aef6f4fe17720f00c6ce81c5a0c2e6ad534
P. palmivora,MF370570.1,810,42b04789e19fe1ec508561a45721ab77930b7f62393b6ed82a1624ccc6cccbcc
P. palmivora,MF370571.1,810,182942233bc0415996e362ad1ad3b1c183e11378a67383b370d37347420be99e
P. palmivora,MF370572.1,892,5d6855fd91d4cf3eaf29729e0cb576895ceb46642bdce23c827eb929e00cf453
P. palmivora,MF370573.1,845,8a5452aa5f3cace79f93fed42eba019448f52faf6cb87acc676e02960f54bf7a
P. palmivora,MF580968.1,836,f544f20a59537587520d47b1f9965906b9556788106ad19f58afc1ce2a26c1de
P. palmivora,MF992173.1,720,e9b80e65ddeea51ffc9b5571cee94662920ac66ec908c9cd1f0947e5c4a8bfb5
P. palmivora,MG200087.1,771,4474b74b7ea6af5db367b6750c1a1db9911fd93b7fc38c64f5847d486a4716ca
P. palmivora,MG200088.1,781,98172d8a6ef18badc1c5dad86e16f88755f10cf147f6df5a7e6864736ed371b2
P. palmivora,MG200089.1,781,98172d8a6ef18badc1c5dad86e16f88755f10cf147f6df5a7e6864736ed371b2
P. palmivora,MG200090.1,781,b6464b1a1a2a84e8a39920cfa4f6ff17300aee582a51085727d3d5cfbbe3598e
P. palmivora,MG200091.1,781,b6464b1a1a2a84e8a39920cfa4f6ff17300aee582a51085727d3d5cfbbe3598e
P. palmivora,MG200092.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200093.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200094.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200095.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200096.1,806,ab8a3cfed0dc1cb954e8b73f4db254bd6d6eccfb2d4d7c0779b1f3373ddccb1a
P. palmivora,MG200097.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200098.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200099.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200100.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200101.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200102.1,781,b6464b1a1a2a84e8a39920cfa4f6ff17300aee582a51085727d3d5cfbbe3598e
P. palmivora,MG200103.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200104.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200105.1,774,1bc5bd287566c9dc2446f7133bf45baf8c7a0b36341a61eafc8827ed06b874ac
P. palmivora,MG200106.1,781,98172d8a6ef18badc1c5dad86e16f88755f10cf147f6df5a7e6864736ed371b2
P. palmivora,MG200107.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200108.1,798,444f48792e14f4e838af02603268725b485e2c77c8ea58e3faac5cbd2df19546
P. palmivora,MG200109.1,778,730c0e3c9643d7a66a6fdbdc5c28ad749b522e1dcb123a09e54cc19a4ecb822b
P. palmivora,MG200110.1,781,b6464b1a1a2a84e8a39920cfa4f6ff17300aee582a51085727d3d5cfbbe3598e
P. palmivora,MG200111.1,781,b6464b1a1a2a84e8a39920cfa4f6ff17300aee582a51085727d3d5cfbbe3598e
P. palmivora,MG200112.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200113.1,773,8f139c6738dc77085644a703b79e712aeb362c0ba078558273a10138d4a50fbf
P. palmivora,MG200114.1,776,9296b9976e9e79477a5436bc761379e4a61729b8f4beaa58676579645720e6a2
P. palmivora,MG200115.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200116.1,783,530b5b692f848974a7fdef4e050e353720383e51edd7dfb4a6c78705ab3c41ba
P. palmivora,MG200117.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200118.1,806,e2f4a0a11f27c24b7bb37a9dbc5e05fd5bdafc8e0d8fa00d73ed3edd00541f3a
P. palmivora,MG200119.1,772,a9a7b8e0b88f7033e1e214e692694aed01e4b27583fd7aa294c9b117d119446c
P. palmivora,MG200120.1,774,c4c56b5b487fa66e5fa029f0db15bcafe37efcd7dcf3b486e072f30ade8c0165
P. palmivora,MG200121.1,778,780c541f19dff9f6292cbd5cb4dca879e852536cfb458ff1aa3c72afa8172b44
P. palmivora,MG200122.1,770,e2c3ff28e958e49ce0c2868fa4fe5134571ce49c45086f79a418763166573456
P. palmivora,MG208126.1,822,bde1744f1a590b6199bc3319e5037151789ac60f3c038ad7587438af55546a20
P. palmivora,MG208127.1,822,bde1744f1a590b6199bc3319e5037151789ac60f3c038ad7587438af55546a20
P. palmivora,MG208128.1,822,bde1744f1a590b6199bc3319e5037151789ac60f3c038ad7587438af55546a20
P. palmivora,MG208129.1,822,bde1744f1a590b6199bc3319e5037151789ac60f3c038ad7587438af55546a20
P. palmivora,MG208130.1,822,bde1744f1a590b6199bc3319e5037151789ac60f3c038ad7587438af55546a20
P. palmivora,MG208131.1,822,bde1744f1a590b6199bc3319e5037151789ac60f3c038ad7587438af55546a20
P. palmivora,MG214543.1,786,e7be809bc45c6a4de809e7bec46f2284d3b8f3dcba079ac97abd23834a2fcdff
P. palmivora,MG255148.1,786,e7be809bc45c6a4de809e7bec46f2284d3b8f3dcba079ac97abd23834a2fcdff
P. palmivora,MG434772.1,884,8118ca0c88283e5a385cb016a78b62ec620c2534410f16c767c05b2da9ebd64c
P. palmivora,MG707841.1,665,6bd9b1ab78d13dbbe8b7befddf73344a3731e8a62e6acf85fd295530d0459816
P. palmivora,MG823386.1,777,b8ef0b5fef3e2e132ee7fb4abc9dfc0044f8406d612e16867a9ecca6e4124306
P. palmivora,MG823387.1,786,897efebc851a61909e8ad0fd128bd4a320f9184d7461463035f6debec651dc0f
P. palmivora,MG865559.1,825,1dc9120cda071dfaafe5a247b5e63fb276a60818a76f50a1193c7d7bd6100127
P. palmivora,MG865560.1,800,9b172067b414a60bc47036ccb89263046e31225157cf4b475ddd3d87631e591e
P. palmivora,MG865561.1,826,07ab5b35b1f4ee42a21de39bb3d77608bc0abe152bffd65992f0a83c720acf9b
P. palmivora,MG956799.1,835,1c854e093f796a6dcc778ee838983d6c8a79a8972cbb23786221e23b22bf6235
P. palmivora,MH219823.1,859,77d5dd839eed1a54b807e4c5943937e6e4738526258768e25788650a72c7c962
P. palmivora,MH219824.1,813,67100e1ab92dcef9e9dba2a00545847dd889373224a74dd580b9a196e99cd88d
P. palmivora,MH219826.1,837,837b524db880068a470ffa221846ab1f907cbb8bbd7d0a616868d91752e51707
P. palmivora,MH219829.1,845,3ca9cbed9ea1d4940f0ac0b7e41cb6fd7ea0326913f6f892c46fd0b56a4943d4
P. palmivora,MH219837.1,811,58e308ed04db1ee586475ad943410a373c74177aa7b431794852bdd1f6fce163
P. palmivora,MH219838.1,819,9c9a27ea4ee0ddbc847b2afbf53e2a15f502b19769839f1365d721b21c4dfad8
P. palmivora,MH219839.1,846,7fd97eac8ea0f08322cf5ae395cc8d0b989e79f4759971757636f4d142b33a7a
P. palmivora,MH219844.1,836,07bbe03c1bca4657a49c2e5b2df9fb66fc1d955f1c8fbe1d233dcbfc51beb2c8
P. palmivora,MH219849.1,840,09c21c30bc55ec5ae934fb75a4a53c3dbde2b3f0a1beb1dc79ee9bf9af41a7e5
P. palmivora,MH219851.1,825,11b4b7c78a37af3441ec2d9702dab6b6eec48aadce7ae8af540e998ffee0c586
P. palmivora,MH219852.1,841,f70be76d3f108db735816a692cc9e81bcac02df93d1ca189f79687f2c09a382d
P. palmivora,MH219857.1,841,e7fdd97c0e9b3cac74371d40076d18da146d7453ce5dfb8d84d8a9a6bda05e72
P. palmivora,MH219858.1,825,6035ed9eebd578cdc04a09cd3c15aaae5526b7865e53c23502aabc04dc447a54
P. palmivora,MH219863.1,828,96ad6900d40713074835fa64e13ff2e7d9817b7cf42bfee68019cf7d925f3740
P. palmivora,MH219866.1,845,3ca9cbed9ea1d4940f0ac0b7e41cb6fd7ea0326913f6f892c46fd0b56a4943d4
P. palmivora,MH219867.1,825,11b4b7c78a37af3441ec2d9702dab6b6eec48aadce7ae8af540e998ffee0c586
P. palmivora,MH219868.1,822,eb0727b6d811b594506c1f1fb7c089e17cb5eb8fdf0f5d36eb9fe9aa955bf81f
P. palmivora,MH219876.1,838,e3659e045601135c5d5acb67677649bd835623d8c9ddb628e5df1f9e9b4b70fb
P. palmivora,MH219879.1,840,22ebd27b158e968b34af076a397ded62cbe9adcf49bfdcbe32459cba92990010
P. palmivora,MH219896.1,833,d9c24c4208b5c8bdf0d3afd3cabb334d5e70324ba52d43d3992e823bc7a3ce7c
P. palmivora,MH219904.1,846,0c07dc3a0b6f64ef7b1a2669bb20d25a4c8cf95df335848cb5dfa51020b8e9b5
P. palmivora,MH219908.1,825,02978f7dad67e6b146f94b47bcac2b642dc0257fbd7ebb26145631adfaab84a2
P. palmivora,MH219909.1,823,af3db66fd6cb52f3554916cdbbe310738c88bf4f5da22ab89594278965876ae9
P. palmivora,MH219911.1,832,4e72673152a8a3bfebee77437dc8723f6f9f91dc2fba0372c0f4bd67f145abf4
P. palmivora,MH219915.1,832,15089cfa7a309cc2b02448256a8dd25ed5b8e62b5087df3bf180e81869f3e9a5
P. palmivora,MH219916.1,835,647d24439d031b679d590a3bac4880f9057328acf764815c172fd6a113f5134b
P. palmivora,MH259877.1,1169,69f6b8ecf2d19d731c2ea392746671045ef41ca213222bcdb7d597bdee2c7f7d
P. palmivora,MH319103.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MH319104.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MH319105.1,787,8d6b6c29a5f37d6c9f7be48ba1ae489e283896bb7bd955068868b2cdc5638dd5
P. palmivora,MH319106.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MH319107.1,786,b332a4b0392835fe800d06d774cef6cb7f2a1828b096cce10913e782821e8d41
P. palmivora,MH319108.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MH319109.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MH319110.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MH401198.1,874,13bec3ff36c52716276c277d60f62f1785f45a2bdaa4cf160bb6242370481ae2
P. palmivora,MH401199.1,874,6e30218f8c08407a9da735a4ec198aa35ee989c7465a09302d9c595528f42b4d
P. palmivora,MH401200.1,875,46b072fc02c56d8fc16bffa419ea1a86091589dfe9936b590e924180420430fd
P. palmivora,MH401201.1,874,5a2fd66fd3a33c0b7bc123642ab343d287ada115bfeac09ce73d6ea35b7d8e71
P. palmivora,MH749467.1,632,d8db4dab7b242b6be070b8cbc35c0a8b4b9e6f1e694dc1502df412abb985b219
P. palmivora,MH778536.1,848,7cd1154c899867d94e0de0867140801278cec35d45324e6944c34a6e03197f39
P. palmivora,MH778537.1,610,90661982d95bf189bf67875aba8043a2ae7c1b04e2a2922df052e85997de9848
P. palmivora,MH807778.1,1125,615e843697db3da3411ecc83a4be520c1a53ef92aa7cd76607bfa2926b650c9c
P. palmivora,MH936023.1,705,e70b2cffda13d7769cec1f05b66761685e37d408859fec3b532f32ea1a164bdd
P. palmivora,MK500842.1,846,45aa39b0196c45e8190df4952ce02e13b46a1bd9553bc17c95dfbee7fab78adf
P. palmivora,MK932672.1,364,b1789712251e4aa9e6955d6775c9b3538d5ce0777c9b4c1de5048bfc5f2f5f02
P. palmivora,MK932673.1,364,b1789712251e4aa9e6955d6775c9b3538d5ce0777c9b4c1de5048bfc5f2f5f02
P. palmivora,MN038150.1,801,544cbd929d90b1ad714b2d9c3c45fad02251953aa7e41ddef07da421a00813d0
P. palmivora,MN038153.1,530,efb54ad317f8b839e3f6f3a506d7cdc601b4cc7a072ab829b2298fd1f5b642f4
P. palmivora,MN696999.1,800,8ec48b5665cad2095d9e879aa07af6b0628ce73b2475c17b96dc2503923e6741
P. palmivora,MN698238.1,811,3157692dfad423b55d4682d1ca09b2888fd634f167175ceed03b0c649447abc6
P. palmivora,MN750010.1,804,a5296155b8d5a4425de6bd344d981f020c42b73a2e9b44b54d6f236e756682da
P. palmivora,MN750011.1,797,aa51d1ef3c21a520976e1254eeb31468eaad1dea630fed9b63c0868acffebb74
P. palmivora,MN750012.1,798,43fe309f536ff5267f911b413c24311648a0b16b7d33a54acb8b92c0e741b87d
P. palmivora,MN750013.1,803,89b55ac898b1c94ade76536f96341192e0d9e0385f4ec3a86c4a4a5756a9a300
P. palmivora,MN750014.1,813,4de7c2387d82bc838e39dba7348a1dba9503a1b4343703e5746a9fa8ac59f1a1
P. palmivora,MN750015.1,820,86a4dd17c07e8125981c583807e6b0f679f7911d41038aac4d7dd10e3d625b0b
P. palmivora,MN831449.1,565,868e0dfa1d1ad6bf775f2f08232a8f6206278a999140acbdc8fd05916a15b146
P. palmivora,MN831450.1,566,1992821e3f607a5bff92090196a960be8976ef15b8256d769f10474b6dbc2063
P. palmivora,MN831451.1,509,43a6325bed9de5ab00d7a58e3f713387001823e1970bffc5e6ec291cae71bf0f
P. palmivora,MN831452.1,509,43a6325bed9de5ab00d7a58e3f713387001823e1970bffc5e6ec291cae71bf0f
P. palmivora,MN831453.1,512,314df6362c55c010d92d70c906e731757d952b9257b0b769e753671d81a47803
P. palmivora,MN831454.1,517,5050ea865230a8e0f5d47fb656c0c2a7c87ca537c2d690b8491369b53ac2b991
P. palmivora,MN831455.1,556,a87631de35772181935d9721b109095804d8b77200847da0a749f9d13085f62d
P. palmivora,MN833034.1,841,a20e6988c0786225feb22c8f12d9d9c78a8b740dee7caa3af4b3737abf873d5f
P. palmivora,MT052675.1,880,502b0f7bb39470a74d3b3eb1ada2b5dd9e9c6641b5d5033ee782be9ed4781e49
P. palmivora,MT074267.1,1125,615e843697db3da3411ecc83a4be520c1a53ef92aa7cd76607bfa2926b650c9c
P. palmivora,MT074268.1,1125,615e843697db3da3411ecc83a4be520c1a53ef92aa7cd76607bfa2926b650c9c
P. palmivora,MT074269.1,1125,615e843697db3da3411ecc83a4be520c1a53ef92aa7cd76607bfa2926b650c9c
P. palmivora,MT074270.1,1125,615e843697db3da3411ecc83a4be520c1a53ef92aa7cd76607bfa2926b650c9c
P. palmivora,MT113313.1,810,003099ce4ace40cdcea6fa185e483a139af1906461e4cbfdcff4cb6010fa1e3e
P. palmivora,MT232400.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT232401.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT232402.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT232403.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT232404.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT232405.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT232406.1,786,3d81c51bc4958d574661efbb79bd18caf894d9f628ca77fb048ffdad25f296aa
P. palmivora,MT232407.1,786,3d81c51bc4958d574661efbb79bd18caf894d9f628ca77fb048ffdad25f296aa
P. palmivora,MT350323.1,819,5e1d329644bd17094fa3beac2f61c0b7221bfc5d40abb702dcab20c952119eb8
P. palmivora,MT611227.1,802,f4024e35b170d58526577a4c29b10e4ea8d8a51758928a5b957e8d4947cd0c7f
P. palmivora,MT644188.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,MT754399.1,765,d1e57790c2556bda650ec6b351d9ce8e988bcd88b338af5cc48d4e37a15499a5
P. palmivora,MT754400.1,766,17fa34324e9cc16c23d9496cb2c96e2df0e724eca7f47293049f269802347c8f
P. palmivora,MT754401.1,788,75502c889a7c185311c03dae274a9be97ba6a8941a9aad4ae71aea2eaededf6d
P. palmivora,MT754402.1,789,e7aa3e95701d3107c6d18aaf7f70c2a742f0fcf7dbb736f9f221ee95e49a2c75
P. palmivora,MT754403.1,768,657807e39d64327bdf23a246e929d0d36c4f05ae9f841a3d099a485c4995d894
P. palmivora,MT754404.1,730,4cb1b2619eda8499036710a66c03a95a50c68e872e0916aae88bae7b14d9a32d
P. palmivora,MT754405.1,771,99849b11683f12f6fd5d48932a4b308caf6fb423931bab6af0bc433f8a5214b0
P. palmivora,MT754406.1,775,5f3cddd2fc843cffa3f96580b70c96cfcd8ae4ed58ed4f807bd2e2ebc12599af
P. palmivora,MT754407.1,794,d0402731c4f547240f99edd02ab2462e5347dbef914ef9d86c0ccb5107864f77
P. palmivora,MT754408.1,781,f32147b6ddcf290cdf862818c521e2604954cdf505ac1af567009b7cd46face1
P. palmivora,MT754409.1,764,11fa5c31a495bb02ccfc52e73cc1c452c3207201da8d737303f019103f350133
P. palmivora,MT754410.1,779,5a0c89371c587c165b7b7038b8aee5c55705ac0f4265af22b25e9b356053ac4a
P. palmivora,MT754411.1,772,9bc8fc310052719fc7d61987a2fc3beefd6c9266dad202601a248ef4e7fbed13
P. palmivora,MT754412.1,782,8421a2b6df97074ce180b377393361513d1cf9a5d32a76bb8d7bd64f05c2ad33
P. palmivora,MT754413.1,784,d0af66f0d0571a1c2f53bd6042c53a5f5a05fe60466d4edd3cf7bd33a47fab9d
P. palmivora,MT754414.1,784,d0836162f954ac3bf3f09ddbc1b982827b0d4014830d0fe9ed8670e4ea1f2cf3
P. palmivora,MT754415.1,772,6e5e47a9cebe4e939c5ca98c2ae87d6ecb0303c62d87233b40effc6d86477e4a
P. palmivora,MT754416.1,794,d0402731c4f547240f99edd02ab2462e5347dbef914ef9d86c0ccb5107864f77
P. palmivora,MT754417.1,760,00698533c58a0ff99b1d3d299cbf08de881788c9ea77f0d941af076c51813394
P. palmivora,MT754418.1,783,0048232d71bd1857a6fb3d5fb5eeb2b9bbebfc4382f4ef99457a68b2dd226067
P. palmivora,MT754422.1,758,3190272e82c475fac919ad79b0a89db6ed4f1c4ac390e6d472d25745d14aa335
P. palmivora,MT754423.1,783,7e9e9ed7b8b7bb2c5353a9a3f4f7d3243909fa2319515f7714624b532680aede
P. palmivora,MT754424.1,767,accc735fa1b8f9e239410a451d951118f00cadf6460908005cc882f076584dbe
P. palmivora,MT754425.1,763,b5620a64cbea510c5aaf3fc422be8fedde6f61afc14bc08a82c089db2235a88b
P. palmivora,MT754426.1,757,7d9789f5c3c6be43259d4c68e32138e1b06eaccd88663c35a382b7ff6359410b
P. palmivora,MT754427.1,769,c7f147053b0488444f09a0b76370efd3fd1dbfccb7dfb2e31c9abf18b8c67c40
P. palmivora,MT754428.1,740,5007b991dc1323008b25c67481c7ea781c429707e3f28bc01dfe5d50b1dcc09f
P. palmivora,MT754429.1,764,fdb994c553398335c46efb04059d24506d1c42fff86d98d79f89f43655680f9f
P. palmivora,MT754430.1,765,27507c920fd6c88f403ec1f7477a2d45439e799d6c488f256ad5c2fa3d9c5aa1
P. palmivora,MT754431.1,788,77d96684a26a5d8cd72f0a89ddf250df6dd4ed2c5d46b2378d71c687b5c7285e
P. palmivora,MT754433.1,777,5ed1abafadfa9a4d541cbf0bee996773e71dd563ec04e8e62e3b31723165f0fa
P. palmivora,MT754434.1,782,8421a2b6df97074ce180b377393361513d1cf9a5d32a76bb8d7bd64f05c2ad33
P. palmivora,MT754437.1,780,63e90b0342fd1852946bba4d89a1932bcc23dc859cf8160c33289ffbdff5d72a
P. palmivora,MT754470.1,764,30eaa43848ed5b92089ed5a38658218d0cc456384cc0b673100e2e3a47f42793
P. palmivora,MT754471.1,770,afbc64526bb056aae9a895d2fe5e7fb6240a9dcab433b774ad3f77d33c0457d0
P. palmivora,MT754472.1,769,3b9290cccb68891bd4cfb573dae00662e6b04276656501ac3845e22153c37c0e
P. palmivora,MT754473.1,788,77d96684a26a5d8cd72f0a89ddf250df6dd4ed2c5d46b2378d71c687b5c7285e
P. palmivora,MT754474.1,784,fdad6857d242af7bda458ac1a8456722b7407c7e89b69c776b33862a0f1e78f2
P. palmivora,MT754475.1,765,95b44b9d20988d68f7bd36a40d1d93b901a3026e1917a615f61da4e35b571e51
P. palmivora,MT754476.1,772,e8c3f926a40db90252e8040c7a65ae78aaf5f1ca6840b5f1a5d60764d916b161
P. palmivora,MT754477.1,767,2fdee5b9a1553c051ee1b81a7d9ac4a63e49b08b82a8909aa8828c201767f320
P. palmivora,MT754479.1,786,28266f450d61789f4b7a96e6c55555c377b5a40fc604e2424a606f223744b0a2
P. palmivora,MT754480.1,783,da09b683f382ac02782595e3b809d832cd9dc524c346f50c402f83860776b5a0
P. palmivora,MT754481.1,776,9e17f2c0f25c692380fa71e7996a5413fc67f9f2d47654c6c9025d59fefb61b5
P. palmivora,MT754482.1,782,55459fcdc09b3a4a0a703eeaae3997af9072c878743e6f493664f8fa86ef77ba
